date,action,ext_scale,recovery_override_scale,rel_tilt,stress_thr,recovery_thr,fold
2022-11-25,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-12-02,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-12-09,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-12-16,DEFENSIVE_LIGHT,0.8,0.0,,21.630781764632417,13.836951272979036,3
2022-12-23,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2022-12-30,REL_TILT,1.0,0.0,0.55,21.630781764632417,13.836951272979036,3
2023-01-06,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-01-13,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-01-20,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-01-27,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-02-03,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-02-10,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
2023-02-17,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
2023-02-24,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
2023-03-03,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-03-10,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
2023-03-17,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-03-24,DEFENSIVE_LIGHT,0.8,0.0,,5.8523372321399165,9.454480615807759,4
2023-03-31,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
2023-04-14,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
2023-04-21,REL_TILT,1.0,0.0,0.55,5.8523372321399165,9.454480615807759,4
